Method,Order,Puzzle_length,Solution_length,Visited_states,Calculated_states,Max_deep,Calculating_time
dfs,RDUL,4,12,13,27,12,0.431
dfs,ULDR,4,18,276,290,20,4.2
dfs,ULRD,4,20,334707,334719,20,4934.897
astr,hamm,4,4,5,11,4,0.262
astr,manh,4,4,5,11,4,0.462
bfs,DRLU,4,4,40,89,4,1.244
bfs,DRUL,4,4,35,77,4,1.122
bfs,LUDR,4,4,44,95,4,1.31
bfs,LURD,4,4,46,98,4,1.392
bfs,RDLU,4,4,42,92,4,1.274
bfs,RDUL,4,4,37,80,4,1.122
bfs,ULDR,4,4,39,83,4,1.163
bfs,ULRD,4,4,41,86,4,1.199
dfs,DRLU,4,18,169,187,20,2.56
dfs,DRUL,4,18,357726,357742,20,5309.494
dfs,LUDR,4,20,325657,325672,20,4851.538
dfs,LURD,4,20,510464,510475,20,7618.523
dfs,RDLU,4,18,181,198,20,2.985
dfs,RDUL,4,18,357738,357753,20,5250.317
dfs,ULDR,4,20,64655,64671,20,926.438
dfs,ULRD,4,18,254,270,20,3.926
astr,hamm,4,4,5,10,4,0.246
astr,manh,4,4,5,10,4,0.433
bfs,DRLU,4,4,27,60,4,0.859
bfs,DRUL,4,4,27,60,4,0.891
bfs,LUDR,4,4,54,115,4,1.613
bfs,LURD,4,4,54,115,4,1.6
bfs,RDLU,4,4,27,60,4,0.867
bfs,RDUL,4,4,27,60,4,0.865
bfs,ULDR,4,4,54,115,4,1.597
bfs,ULRD,4,4,54,115,4,1.585
dfs,DRLU,4,20,220,236,20,3.481
dfs,DRUL,4,10,11,21,10,0.354
dfs,LUDR,4,20,280,296,20,4.281
dfs,LURD,4,20,49068,49083,20,701.688
dfs,RDLU,4,20,21709,21724,20,300.1
dfs,RDUL,4,10,11,21,10,0.351
dfs,ULDR,4,20,543785,543796,20,8131.068
dfs,ULRD,4,20,325673,325687,20,4809.226
astr,hamm,4,4,6,11,4,0.263
astr,manh,4,4,5,9,4,0.398
bfs,DRLU,4,4,30,67,4,0.947
bfs,DRUL,4,4,22,50,4,0.753
bfs,LUDR,4,4,37,83,4,1.17
bfs,LURD,4,4,37,83,4,1.154
bfs,RDLU,4,4,30,67,4,0.945
bfs,RDUL,4,4,22,50,4,0.728
bfs,ULDR,4,4,29,66,4,0.936
bfs,ULRD,4,4,29,66,4,0.932
dfs,DRLU,4,18,904,918,20,12.502
dfs,DRUL,4,20,12494,12511,20,172.637
dfs,LUDR,4,20,270455,270463,20,3984.511
dfs,LURD,4,20,372872,372877,20,5449.992
dfs,RDLU,4,18,98379,98392,20,1452.766
dfs,RDUL,4,18,9794,9808,20,131.298
dfs,ULDR,4,20,310993,311005,20,4625.393
dfs,ULRD,4,18,270438,270446,20,4009.64
astr,hamm,4,4,5,11,4,0.259
astr,manh,4,4,5,11,4,0.452
bfs,DRLU,4,4,36,72,4,1.018
bfs,DRUL,4,4,36,72,4,1.06
bfs,LUDR,4,4,53,113,4,1.56
bfs,LURD,4,4,73,151,4,2.089
bfs,RDLU,4,4,56,110,4,1.531
bfs,RDUL,4,4,56,110,4,1.529
bfs,ULDR,4,4,53,113,4,1.584
bfs,ULRD,4,4,73,151,4,2.14
dfs,DRLU,4,4,5,11,4,0.212
dfs,DRUL,4,4,5,11,4,0.211
dfs,LUDR,4,16,536,550,20,7.624
dfs,LURD,4,16,358860,358869,20,5300.021
dfs,RDLU,4,20,345707,345727,20,5169.598
dfs,RDUL,4,18,325863,325882,20,4791.728
dfs,ULDR,4,18,222590,222603,20,3270.448
dfs,ULRD,4,16,1255,1267,20,17.108
astr,hamm,4,4,5,10,4,0.248
astr,manh,4,4,5,10,4,0.439
bfs,DRLU,4,4,30,67,4,0.955
bfs,DRUL,4,4,30,67,4,1.004
bfs,LUDR,4,4,49,107,4,1.493
bfs,LURD,4,4,51,108,4,1.507
bfs,RDLU,4,4,32,68,4,0.969
bfs,RDUL,4,4,32,68,4,0.966
bfs,ULDR,4,4,49,107,4,1.484
bfs,ULRD,4,4,51,108,4,1.54
dfs,DRLU,4,16,9456,9470,20,126.652
dfs,DRUL,4,20,24662,24679,20,344.047
dfs,LUDR,4,18,239,253,20,3.693
dfs,LURD,4,18,357845,357856,20,5248.1
dfs,RDLU,4,18,78893,78910,20,1156.898
dfs,RDUL,4,18,184,203,20,3.156
dfs,ULDR,4,18,239,253,20,3.682
dfs,ULRD,4,18,357845,357856,20,5254.797
astr,hamm,4,4,5,11,4,0.26
astr,manh,4,4,5,11,4,0.465
bfs,DRLU,4,4,48,102,4,1.41
bfs,DRUL,4,4,61,127,4,1.749
bfs,LUDR,4,4,48,96,4,1.338
bfs,LURD,4,4,48,96,4,1.331
bfs,RDLU,4,4,48,102,4,1.403
bfs,RDUL,4,4,61,127,4,1.771
bfs,ULDR,4,4,61,121,4,1.677
bfs,ULRD,4,4,61,121,4,1.719
dfs,DRLU,4,16,295,312,20,4.497
dfs,DRUL,4,16,358392,358405,20,5307.039
dfs,LUDR,4,20,65,83,20,1.16
dfs,LURD,4,20,78880,78895,20,1144.12
dfs,RDLU,4,20,357132,357149,20,5342.764
dfs,RDUL,4,16,787,803,20,11.314
dfs,ULDR,4,20,373316,373333,20,5555.38
dfs,ULRD,4,18,325911,325927,20,4821.674
astr,hamm,4,4,5,8,4,0.217
astr,manh,4,4,5,8,4,0.376
bfs,DRLU,4,4,25,55,4,0.794
bfs,DRUL,4,4,25,55,4,0.792
bfs,LUDR,4,4,39,88,4,1.216
bfs,LURD,4,4,56,120,4,1.673
bfs,RDLU,4,4,42,87,4,1.22
bfs,RDUL,4,4,42,87,4,1.22
bfs,ULDR,4,4,39,88,4,1.228
bfs,ULRD,4,4,56,120,4,1.712
dfs,DRLU,4,4,5,8,4,0.128
dfs,DRUL,4,4,5,8,4,0.128
dfs,LUDR,4,18,162,176,20,2.415
dfs,LURD,4,18,357893,357903,20,5282.678
dfs,RDLU,4,20,78922,78939,20,1169.349
dfs,RDUL,4,20,262,280,20,4.176
dfs,ULDR,4,18,162,176,20,2.416
dfs,ULRD,4,18,357893,357903,20,5254.257
astr,hamm,5,5,6,10,5,0.249
astr,manh,5,5,6,10,5,0.47
bfs,DRLU,5,5,106,218,5,3.209
bfs,DRUL,5,5,106,218,5,3.22
bfs,LUDR,5,5,122,256,5,3.752
bfs,LURD,5,5,73,159,5,2.152
bfs,RDLU,5,5,57,121,5,1.666
bfs,RDUL,5,5,57,121,5,1.665
bfs,ULDR,5,5,122,256,5,3.723
bfs,ULRD,5,5,73,159,5,2.224
dfs,DRLU,5,19,1209221,1209237,20,18271.13
dfs,DRUL,5,19,1332417,1332431,20,19863.504
dfs,LUDR,5,17,762350,762359,20,11351.514
dfs,LURD,5,17,319,332,20,4.779
dfs,RDLU,5,5,6,10,5,0.198
dfs,RDUL,5,5,6,10,5,0.21
dfs,ULDR,5,17,762350,762359,20,11344.14
dfs,ULRD,5,17,319,332,20,4.751
astr,hamm,5,5,6,11,5,0.267
astr,manh,5,5,6,11,5,0.483
bfs,DRLU,5,5,139,296,5,4.233
bfs,DRUL,5,5,114,241,5,3.494
bfs,LUDR,5,5,113,240,5,3.504
bfs,LURD,5,5,113,240,5,3.54
bfs,RDLU,5,5,139,296,5,4.273
bfs,RDUL,5,5,114,241,5,3.557
bfs,ULDR,5,5,88,185,5,2.518
bfs,ULRD,5,5,88,185,5,2.575
dfs,DRLU,5,19,544,561,20,8.022
dfs,DRUL,5,19,168112,168128,20,2489.818
dfs,LUDR,5,19,434,450,20,6.496
dfs,LURD,5,19,168106,168120,20,2462.331
dfs,RDLU,5,19,51278,51295,20,737.546
dfs,RDUL,5,19,20688,20706,20,283.87
dfs,ULDR,5,19,168044,168056,20,2505.429
dfs,ULRD,5,19,84,100,20,1.391
astr,hamm,5,5,6,12,5,0.279
astr,manh,5,5,6,12,5,0.501
bfs,DRLU,5,5,96,199,5,2.957
bfs,DRUL,5,5,96,199,5,2.973
bfs,LUDR,5,5,117,244,5,3.575
bfs,LURD,5,5,83,178,5,2.408
bfs,RDLU,5,5,62,133,5,1.826
bfs,RDUL,5,5,62,133,5,1.826
bfs,ULDR,5,5,117,244,5,3.574
bfs,ULRD,5,5,83,178,5,2.483
dfs,DRLU,5,19,1209184,1209202,20,18027.537
dfs,DRUL,5,19,1332380,1332396,20,19762.088
dfs,LUDR,5,17,762248,762258,20,11458.418
dfs,LURD,5,17,485,498,20,7.16
dfs,RDLU,5,17,45330,45343,20,641.382
dfs,RDUL,5,17,4463,4478,20,60.0
dfs,ULDR,5,17,762248,762258,20,11351.89
dfs,ULRD,5,17,485,498,20,6.942
astr,hamm,5,5,6,11,5,0.266
astr,manh,5,5,6,11,5,0.486
bfs,DRLU,5,5,76,161,5,2.231
bfs,DRUL,5,5,76,161,5,2.184
bfs,LUDR,5,5,68,147,5,2.004
bfs,LURD,5,5,61,134,5,1.856
bfs,RDLU,5,5,69,148,5,2.023
bfs,RDUL,5,5,69,148,5,2.034
bfs,ULDR,5,5,68,147,5,2.061
bfs,ULRD,5,5,61,134,5,1.887
dfs,DRLU,5,19,65169,65183,20,940.231
dfs,DRUL,5,15,22307,22319,20,310.783
dfs,LUDR,5,19,168023,168034,20,2503.645
dfs,LURD,5,19,121,135,20,1.931
dfs,RDLU,5,19,52526,52542,20,751.592
dfs,RDUL,5,15,20087,20100,20,272.224
dfs,ULDR,5,19,168023,168034,20,2471.864
dfs,ULRD,5,19,121,135,20,1.895
astr,hamm,5,5,6,13,5,0.294
astr,manh,5,5,6,13,5,0.536
bfs,DRLU,5,5,77,159,5,2.176
bfs,DRUL,5,5,77,159,5,2.16
bfs,LUDR,5,5,100,212,5,3.133
bfs,LURD,5,5,102,218,5,3.218
bfs,RDLU,5,5,79,165,5,2.229
bfs,RDUL,5,5,79,165,5,2.234
bfs,ULDR,5,5,100,212,5,3.164
bfs,ULRD,5,5,102,218,5,3.317
dfs,DRLU,5,19,152931,152951,20,2249.034
dfs,DRUL,5,19,255287,255305,20,3782.678
dfs,LUDR,5,15,764409,764416,20,11368.992
dfs,LURD,5,15,1107,1119,20,15.638
dfs,RDLU,5,19,46556,46571,20,657.23
dfs,RDUL,5,19,5689,5706,20,76.411
dfs,ULDR,5,15,764409,764416,20,11347.208
dfs,ULRD,5,15,1107,1119,20,15.14
astr,hamm,5,5,6,13,5,0.311
astr,manh,5,5,6,13,5,0.549
bfs,DRLU,5,5,99,203,5,3.012
bfs,DRUL,5,5,99,203,5,3.047
bfs,LUDR,5,5,122,256,5,3.697
bfs,LURD,5,5,80,174,5,2.379
bfs,RDLU,5,5,57,121,5,1.674
bfs,RDUL,5,5,57,121,5,1.741
bfs,ULDR,5,5,122,256,5,3.716
bfs,ULRD,5,5,80,174,5,2.432
dfs,DRLU,5,19,575912,575924,20,8447.128
dfs,DRUL,5,19,794024,794033,20,11874.567
dfs,LUDR,5,15,2648,2658,20,37.028
dfs,LURD,5,17,474212,474223,20,6932.084
dfs,RDLU,5,5,6,13,5,0.257
dfs,RDUL,5,5,6,13,5,0.243
dfs,ULDR,5,15,2648,2658,20,37.092
dfs,ULRD,5,17,442659,442672,20,6512.376
astr,hamm,5,5,6,14,5,0.316
astr,manh,5,5,6,14,5,0.566
bfs,DRLU,5,5,136,288,5,4.105
bfs,DRUL,5,5,121,254,5,3.688
bfs,LUDR,5,5,113,240,5,3.497
bfs,LURD,5,5,106,227,5,3.35
bfs,RDLU,5,5,129,275,5,3.955
bfs,RDUL,5,5,114,241,5,3.694
bfs,ULDR,5,5,98,206,5,3.073
bfs,ULRD,5,5,91,193,5,2.689
dfs,DRLU,5,17,694087,694104,20,10177.06
dfs,DRUL,5,19,736481,736499,20,10829.152
dfs,LUDR,5,19,507896,507911,20,7632.558
dfs,LURD,5,19,548105,548122,20,8185.387
dfs,RDLU,5,19,168173,168191,20,2504.37
dfs,RDUL,5,19,440,461,20,6.423
dfs,ULDR,5,17,168491,168502,20,2506.144
dfs,ULRD,5,17,261,277,20,3.992
astr,hamm,5,5,6,14,5,0.314
astr,manh,5,5,6,14,5,0.57
bfs,DRLU,5,5,101,216,5,3.233
bfs,DRUL,5,5,101,216,5,3.202
bfs,LUDR,5,5,141,299,5,4.253
bfs,LURD,5,5,126,265,5,3.877
bfs,RDLU,5,5,86,182,5,2.453
bfs,RDUL,5,5,86,182,5,2.623
bfs,ULDR,5,5,141,299,5,4.288
bfs,ULRD,5,5,126,265,5,3.945
dfs,DRLU,5,17,507379,507397,20,7503.422
dfs,DRUL,5,17,547763,547780,20,8161.968
dfs,LUDR,5,17,694198,694212,20,10175.123
dfs,LURD,5,19,795325,795340,20,11982.895
dfs,RDLU,5,17,168276,168291,20,2489.691
dfs,RDUL,5,17,150,169,20,2.306
dfs,ULDR,5,19,168217,168231,20,2474.154
dfs,ULRD,5,19,484,501,20,6.981
astr,hamm,5,5,8,16,5,0.347
astr,manh,5,5,7,14,5,0.559
bfs,DRLU,5,5,88,188,5,2.523
bfs,DRUL,5,5,97,207,5,3.044
bfs,LUDR,5,5,82,170,5,2.299
bfs,LURD,5,5,82,170,5,2.3
bfs,RDLU,5,5,88,188,5,2.527
bfs,RDUL,5,5,97,207,5,3.188
bfs,ULDR,5,5,91,189,5,2.552
bfs,ULRD,5,5,91,189,5,2.634
dfs,DRLU,5,15,763411,763422,20,11518.129
dfs,DRUL,5,15,601,616,20,8.505
dfs,LUDR,5,19,152951,152968,20,2263.42
dfs,LURD,5,19,255307,255322,20,3779.616
dfs,RDLU,5,15,763411,763422,20,11461.609
dfs,RDUL,5,15,601,616,20,8.535
dfs,ULDR,5,19,793793,793799,20,11770.762
dfs,ULRD,5,19,575883,575893,20,8469.339
astr,hamm,5,5,6,13,5,0.293
astr,manh,5,5,6,13,5,0.53
bfs,DRLU,5,5,110,232,5,3.415
bfs,DRUL,5,5,75,163,5,2.214
bfs,LUDR,5,5,104,214,5,3.142
bfs,LURD,5,5,104,214,5,3.166
bfs,RDLU,5,5,110,232,5,3.385
bfs,RDUL,5,5,75,163,5,2.227
bfs,ULDR,5,5,69,145,5,1.975
bfs,ULRD,5,5,69,145,5,2.034
dfs,DRLU,5,15,1650,1664,20,23.268
dfs,DRUL,5,19,760724,760739,20,11424.051
dfs,LUDR,5,19,575932,575941,20,8590.48
dfs,LURD,5,17,630031,630042,20,9486.419
dfs,RDLU,5,15,1650,1664,20,23.298
dfs,RDUL,5,19,760586,760603,20,11291.93
dfs,ULDR,5,17,255415,255427,20,3773.987
dfs,ULRD,5,17,152894,152910,20,2275.738
astr,hamm,5,5,6,13,5,0.303
astr,manh,5,5,6,13,5,0.521
bfs,DRLU,5,5,91,189,5,2.55
bfs,DRUL,5,5,91,189,5,2.542
bfs,LUDR,5,5,114,238,5,3.466
bfs,LURD,5,5,88,188,5,2.555
bfs,RDLU,5,5,65,139,5,1.898
bfs,RDUL,5,5,65,139,5,1.896
bfs,ULDR,5,5,114,238,5,3.504
bfs,ULRD,5,5,88,188,5,2.625
dfs,DRLU,5,19,447089,447105,20,6671.158
dfs,DRUL,5,19,435430,435446,20,6469.771
dfs,LUDR,5,19,712944,712955,20,10595.364
dfs,LURD,5,17,562,575,20,8.282
dfs,RDLU,5,17,356350,356363,20,5315.728
dfs,RDUL,5,17,343882,343897,20,5077.325
dfs,ULDR,5,19,712126,712136,20,10409.614
dfs,ULRD,5,17,562,575,20,7.965
astr,hamm,5,5,6,12,5,0.282
astr,manh,5,5,6,12,5,0.516
bfs,DRLU,5,5,71,151,5,2.059
bfs,DRUL,5,5,71,151,5,2.055
bfs,LUDR,5,5,65,141,5,1.933
bfs,LURD,5,5,66,144,5,1.969
bfs,RDLU,5,5,72,154,5,2.098
bfs,RDUL,5,5,72,154,5,2.099
bfs,ULDR,5,5,65,141,5,1.927
bfs,ULRD,5,5,66,144,5,2.024
dfs,DRLU,5,19,564952,564967,20,8364.696
dfs,DRUL,5,19,516918,516935,20,7781.385
dfs,LUDR,5,19,168011,168023,20,2459.298
dfs,LURD,5,19,139,153,20,2.151
dfs,RDLU,5,19,553079,553094,20,8220.156
dfs,RDUL,5,19,505045,505062,20,7498.526
dfs,ULDR,5,19,168011,168023,20,2503.776
dfs,ULRD,5,19,139,153,20,2.111
astr,hamm,5,5,6,14,5,0.309
astr,manh,5,5,6,14,5,0.56
bfs,DRLU,5,5,72,149,5,2.014
bfs,DRUL,5,5,72,149,5,2.032
bfs,LUDR,5,5,97,206,5,3.072
bfs,LURD,5,5,107,228,5,3.365
bfs,RDLU,5,5,82,171,5,2.332
bfs,RDUL,5,5,82,171,5,2.361
bfs,ULDR,5,5,97,206,5,3.079
bfs,ULRD,5,5,107,228,5,3.463
dfs,DRLU,5,19,152913,152934,20,2265.534
dfs,DRUL,5,19,255269,255288,20,3814.099
dfs,LUDR,5,19,712882,712893,20,10450.645
dfs,LURD,5,15,1467,1479,20,20.696
dfs,RDLU,5,19,356552,356567,20,5307.662
dfs,RDUL,5,19,344084,344101,20,5087.663
dfs,ULDR,5,19,712064,712074,20,10421.706
dfs,ULRD,5,15,1467,1479,20,20.11
astr,hamm,5,5,6,14,5,0.319
astr,manh,5,5,6,14,5,0.548
bfs,DRLU,5,5,94,193,5,2.614
bfs,DRUL,5,5,94,193,5,2.603
bfs,LUDR,5,5,119,250,5,3.616
bfs,LURD,5,5,85,184,5,2.486
bfs,RDLU,5,5,60,127,5,1.745
bfs,RDUL,5,5,60,127,5,1.748
bfs,ULDR,5,5,119,250,5,3.618
bfs,ULRD,5,5,85,184,5,2.479
dfs,DRLU,5,19,406908,406924,20,6009.435
dfs,DRUL,5,19,403870,403886,20,6029.694
dfs,LUDR,5,15,2370,2381,20,31.927
dfs,LURD,5,17,625113,625124,20,9249.176
dfs,RDLU,5,19,120763,120784,20,1773.318
dfs,RDUL,5,19,111873,111894,20,1625.282
dfs,ULDR,5,15,2370,2381,20,32.945
dfs,ULRD,5,17,624386,624397,20,9249.92
astr,hamm,5,5,6,15,5,0.329
astr,manh,5,5,6,15,5,0.576
bfs,DRLU,5,5,131,278,5,3.977
bfs,DRUL,5,5,116,244,5,3.537
bfs,LUDR,5,5,110,234,5,3.416
bfs,LURD,5,5,111,237,5,3.519
bfs,RDLU,5,5,132,281,5,4.024
bfs,RDUL,5,5,117,247,5,3.601
bfs,ULDR,5,5,95,200,5,2.962
bfs,ULRD,5,5,96,203,5,3.013
dfs,DRLU,5,17,694010,694028,20,10181.07
dfs,DRUL,5,17,1158503,1158519,20,17096.34
dfs,LUDR,5,19,507884,507900,20,7501.916
dfs,LURD,5,19,548123,548140,20,8056.199
dfs,RDLU,5,19,62059,62076,20,902.189
dfs,RDUL,5,19,452,473,20,6.578
dfs,ULDR,5,17,168430,168442,20,2508.073
dfs,ULRD,5,17,338,354,20,5.218
astr,hamm,5,5,6,12,5,0.277
astr,manh,5,5,6,12,5,0.493
bfs,DRLU,5,5,54,119,5,1.636
bfs,DRUL,5,5,54,119,5,1.647
bfs,LUDR,5,5,85,179,5,2.42
bfs,LURD,5,5,83,176,5,2.381
bfs,RDLU,5,5,52,116,5,1.598
bfs,RDUL,5,5,52,116,5,1.61
bfs,ULDR,5,5,85,179,5,2.422
bfs,ULRD,5,5,83,176,5,2.382
dfs,DRLU,5,19,167973,167988,20,2467.688
dfs,DRUL,5,19,95,112,20,1.641
dfs,LUDR,5,19,1092357,1092365,20,16006.558
dfs,LURD,5,19,693654,693668,20,10175.219
dfs,RDLU,5,19,167967,167983,20,2494.555
dfs,RDUL,5,19,89,107,20,1.505
dfs,ULDR,5,19,1087487,1087497,20,16133.084
dfs,ULRD,5,19,693654,693668,20,10207.822
astr,hamm,5,5,8,17,5,0.36
astr,manh,5,5,7,14,5,0.557
bfs,DRLU,5,5,103,216,5,3.203
bfs,DRUL,5,5,76,163,5,2.217
bfs,LUDR,5,5,105,217,5,3.18
bfs,LURD,5,5,103,214,5,3.201
bfs,RDLU,5,5,101,213,5,3.141
bfs,RDUL,5,5,74,160,5,2.167
bfs,ULDR,5,5,78,164,5,2.228
bfs,ULRD,5,5,76,161,5,2.172
dfs,DRLU,5,17,762017,762031,20,11420.246
dfs,DRUL,5,17,358,374,20,5.506
dfs,LUDR,5,19,234563,234577,20,3410.703
dfs,LURD,5,19,294007,294025,20,4374.583
dfs,RDLU,5,17,761990,762005,20,11472.893
dfs,RDUL,5,17,331,348,20,4.971
dfs,ULDR,5,19,506588,506602,20,7532.027
dfs,ULRD,5,19,480753,480768,20,7269.585
astr,hamm,5,5,6,14,5,0.31
astr,manh,5,5,6,14,5,0.549
bfs,DRLU,5,5,62,130,5,1.781
bfs,DRUL,5,5,62,130,5,1.788
bfs,LUDR,5,5,87,187,5,2.526
bfs,LURD,5,5,117,247,5,3.597
bfs,RDLU,5,5,92,190,5,2.563
bfs,RDUL,5,5,92,190,5,2.56
bfs,ULDR,5,5,87,187,5,2.518
bfs,ULRD,5,5,117,247,5,3.614
dfs,DRLU,5,17,111862,111881,20,1625.675
dfs,DRUL,5,17,120752,120771,20,1769.616
dfs,LUDR,5,19,624384,624396,20,9265.537
dfs,LURD,5,15,2238,2250,20,30.239
dfs,RDLU,5,19,356589,356604,20,5301.955
dfs,RDUL,5,19,344121,344138,20,5066.215
dfs,ULDR,5,19,625111,625123,20,9285.733
dfs,ULRD,5,15,2238,2250,20,30.225
astr,hamm,5,5,6,14,5,0.311
astr,manh,5,5,6,14,5,0.551
bfs,DRLU,5,5,84,174,5,2.337
bfs,DRUL,5,5,84,174,5,2.356
bfs,LUDR,5,5,109,231,5,3.377
bfs,LURD,5,5,95,203,5,3.076
bfs,RDLU,5,5,70,146,5,1.998
bfs,RDUL,5,5,70,146,5,1.995
bfs,ULDR,5,5,109,231,5,3.412
bfs,ULRD,5,5,95,203,5,3.026
dfs,DRLU,5,19,406871,406887,20,6025.983
dfs,DRUL,5,19,403833,403849,20,5996.631
dfs,LUDR,5,15,1599,1610,20,22.563
dfs,LURD,5,19,664783,664792,20,9805.432
dfs,RDLU,5,19,255263,255283,20,3812.418
dfs,RDUL,5,19,152907,152929,20,2241.6
dfs,ULDR,5,15,1599,1610,20,21.855
dfs,ULRD,5,19,650095,650107,20,9657.035
astr,hamm,5,5,6,15,5,0.325
astr,manh,5,5,6,15,5,0.576
bfs,DRLU,5,5,119,250,5,3.624
bfs,DRUL,5,5,134,284,5,4.118
bfs,LUDR,5,5,98,206,5,3.057
bfs,LURD,5,5,93,197,5,2.93
bfs,RDLU,5,5,114,241,5,3.524
bfs,RDUL,5,5,129,275,5,3.945
bfs,ULDR,5,5,113,240,5,3.507
bfs,ULRD,5,5,108,231,5,3.373
dfs,DRLU,5,19,458,478,20,6.659
dfs,DRUL,5,19,168191,168208,20,2486.954
dfs,LUDR,5,17,365,380,20,5.579
dfs,LURD,5,17,168403,168416,20,2492.671
dfs,RDLU,5,19,1156403,1156420,20,17163.864
dfs,RDUL,5,19,692142,692162,20,10117.57
dfs,ULDR,5,19,548129,548145,20,8071.207
dfs,ULRD,5,19,507878,507895,20,7520.241
astr,hamm,5,5,6,13,5,0.298
astr,manh,5,5,6,13,5,0.526
bfs,DRLU,5,5,67,142,5,1.937
bfs,DRUL,5,5,67,142,5,1.934
bfs,LUDR,5,5,90,191,5,2.569
bfs,LURD,5,5,112,235,5,3.456
bfs,RDLU,5,5,89,186,5,2.53
bfs,RDUL,5,5,89,186,5,2.51
bfs,ULDR,5,5,90,191,5,2.652
bfs,ULRD,5,5,112,235,5,3.423
dfs,DRLU,5,19,111268,111285,20,1602.072
dfs,DRUL,5,19,121868,121883,20,1784.971
dfs,LUDR,5,17,589,601,20,8.585
dfs,LURD,5,19,664845,664854,20,9776.542
dfs,RDLU,5,19,435424,435441,20,6475.585
dfs,RDUL,5,19,447083,447100,20,6552.432
dfs,ULDR,5,17,589,601,20,8.291
dfs,ULRD,5,19,650157,650169,20,9615.707
astr,hamm,5,5,6,12,5,0.277
astr,manh,5,5,6,12,5,0.488
bfs,DRLU,5,5,74,157,5,2.138
bfs,DRUL,5,5,74,157,5,2.123
bfs,LUDR,5,5,68,147,5,2.02
bfs,LURD,5,5,63,138,5,1.922
bfs,RDLU,5,5,69,148,5,2.02
bfs,RDUL,5,5,69,148,5,2.018
bfs,ULDR,5,5,68,147,5,2.064
bfs,ULRD,5,5,63,138,5,1.901
dfs,DRLU,5,17,505034,505049,20,7493.223
dfs,DRUL,5,17,553068,553081,20,8152.596
dfs,LUDR,5,19,145,158,20,2.279
dfs,LURD,5,19,168005,168018,20,2476.238
dfs,RDLU,5,17,516907,516922,20,7725.705
dfs,RDUL,5,17,564941,564954,20,8254.561
dfs,ULDR,5,19,145,158,20,2.17
dfs,ULRD,5,19,168005,168018,20,2507.621
astr,hamm,5,5,6,12,5,0.281
astr,manh,5,5,6,12,5,0.491
bfs,DRLU,5,5,54,119,5,1.642
bfs,DRUL,5,5,54,119,5,1.636
bfs,LUDR,5,5,85,179,5,2.424
bfs,LURD,5,5,83,176,5,2.376
bfs,RDLU,5,5,52,116,5,1.608
bfs,RDUL,5,5,52,116,5,1.608
bfs,ULDR,5,5,85,179,5,2.496
bfs,ULRD,5,5,83,176,5,2.382
dfs,DRLU,5,19,95,112,20,1.618
dfs,DRUL,5,19,167973,167988,20,2475.891
dfs,LUDR,5,19,693660,693673,20,10319.48
dfs,LURD,5,19,1040206,1040215,20,15354.6
dfs,RDLU,5,19,89,107,20,1.538
dfs,RDUL,5,19,167967,167983,20,2457.273
dfs,ULDR,5,19,693660,693673,20,10206.099
dfs,ULRD,5,19,1029570,1029579,20,15167.989
astr,hamm,5,5,6,13,5,0.3
astr,manh,5,5,6,13,5,0.535
bfs,DRLU,5,5,76,163,5,2.208
bfs,DRUL,5,5,103,216,5,3.202
bfs,LUDR,5,5,78,164,5,2.21
bfs,LURD,5,5,76,161,5,2.203
bfs,RDLU,5,5,74,160,5,2.188
bfs,RDUL,5,5,101,213,5,3.15
bfs,ULDR,5,5,105,217,5,3.344
bfs,ULRD,5,5,103,214,5,3.165
dfs,DRLU,5,17,358,374,20,5.505
dfs,DRUL,5,17,762017,762031,20,11495.535
dfs,LUDR,5,19,480759,480773,20,7172.912
dfs,LURD,5,19,506582,506597,20,7565.299
dfs,RDLU,5,17,331,348,20,5.097
dfs,RDUL,5,17,761990,762005,20,11371.774
dfs,ULDR,5,19,294013,294030,20,4291.993
dfs,ULRD,5,19,234557,234572,20,3430.459
astr,hamm,5,5,6,13,5,0.299
astr,manh,5,5,6,13,5,0.517
bfs,DRLU,5,5,76,157,5,2.124
bfs,DRUL,5,5,76,157,5,2.174
bfs,LUDR,5,5,126,269,5,3.89
bfs,LURD,5,5,151,324,5,4.655
bfs,RDLU,5,5,101,212,5,3.134
bfs,RDUL,5,5,101,212,5,3.146
bfs,ULDR,5,5,126,269,5,4.026
bfs,ULRD,5,5,151,324,5,4.582
dfs,DRLU,5,11,12,24,11,0.405
dfs,DRUL,5,11,167538,167548,20,2476.449
dfs,LUDR,5,19,92147,92161,20,1308.688
dfs,LURD,5,19,395274,395287,20,5860.378
dfs,RDLU,5,19,168060,168078,20,2490.766
dfs,RDUL,5,19,388,408,20,5.951
dfs,ULDR,5,19,104501,104515,20,1545.565
dfs,ULRD,5,19,590,605,20,8.355
astr,hamm,5,5,6,11,5,0.261
astr,manh,5,5,6,11,5,0.471
bfs,DRLU,5,5,44,99,5,1.354
bfs,DRUL,5,5,44,99,5,1.354
bfs,LUDR,5,5,93,196,5,2.91
bfs,LURD,5,5,93,196,5,2.952
bfs,RDLU,5,5,44,99,5,1.366
bfs,RDUL,5,5,44,99,5,1.359
bfs,ULDR,5,5,93,196,5,3.147
bfs,ULRD,5,5,93,196,5,2.92
dfs,DRLU,5,11,12,22,11,0.379
dfs,DRUL,5,11,167538,167546,20,2462.877
